,device_id,zip,size,trainrow,testrow
12500,-6676314990875697102,267,268,31017.0,
12501,-6674764101333436655,12,215,,108406.0
12502,-6674764101333436655,256,1,,108406.0
12503,-6673454410193746555,12,6,,71243.0
12504,-6673434312310334038,351,5,7036.0,
12505,-6673368587500501988,12,1,,49473.0
12506,-6672958246701399106,12,20,,91180.0
12507,-6672919017562988343,12,32,25839.0,
12508,-6672877056143385791,12,8,5539.0,
12509,-6672877056143385791,567,275,5539.0,
12510,-6672813725327366678,15,7,,95685.0
12511,-6672348052846471509,12,47,,91153.0
12512,-6672348052846471509,209,3,,91153.0
12513,-6672123751621902344,12,40,,93566.0
12514,-6672123751621902344,351,21,,93566.0
12515,-6671947983413176522,12,4,,57416.0
12516,-6671601239059442161,12,4,,100949.0
12517,-6671601239059442161,124,21,,100949.0
12518,-6671595826867728142,449,167,,22610.0
12519,-6671225312601804001,12,1,,47899.0
12520,-6671118572420451560,12,79,30293.0,
12521,-6670533334828599185,12,5,,58913.0
12522,-6670386485363947861,267,36,,56165.0
12523,-6670386485363947861,405,65,,56165.0
12524,-6670386485363947861,426,1,,56165.0
12525,-6670386485363947861,451,8,,56165.0
12526,-6670013795108272417,12,1,,42864.0
12527,-6669940850530326100,12,3,70748.0,
12528,-6669940850530326100,688,63,70748.0,
12529,-6669274912682130457,12,3,20460.0,
12530,-6668881033451117914,12,1,,70723.0
12531,-6668557025024340749,478,9,,64092.0
12532,-6668049422422359811,12,1,46572.0,
12533,-6668049422422359811,476,8,46572.0,
12534,-6667909982472199103,12,16,,79532.0
12535,-6667909982472199103,274,10,,79532.0
12536,-6667790540711058841,476,40,66780.0,
12537,-6667790540711058841,504,43,66780.0,
12538,-6667541742534913845,12,1,,108770.0
12539,-6667078000379790898,351,25,,75732.0
12540,-6667078000379790898,373,3,,75732.0
12541,-6666712713096405574,12,9,,34336.0
12542,-6666626511199920541,12,16,,20762.0
12543,-6666569162946576786,12,1,44987.0,
12544,-6664826991100964868,12,1,,55395.0
12545,-6664372508284914358,12,11,,
12546,-6664175413094209116,12,1,,8739.0
12547,-6663781997964751022,12,12,20313.0,
12548,-6663395818805427921,12,6,,50719.0
12549,-6663156215873152564,12,2,,
12550,-6662954135127034081,12,17,,89740.0
12551,-6662954135127034081,225,82,,89740.0
12552,-6662186681792585131,12,21,,74977.0
12553,-6662186681792585131,296,12,,74977.0
12554,-6662186681792585131,297,108,,74977.0
12555,-6661827110411018298,12,14,,87221.0
12556,-6661827110411018298,351,38,,87221.0
12557,-6661375806562169828,12,11,62321.0,
12558,-6661375806562169828,397,7,62321.0,
12559,-6661261936681306389,12,7,,61724.0
12560,-6661214755945862651,12,11,,46487.0
12561,-6661214755945862651,224,267,,46487.0
12562,-6660678203219355721,12,58,,78610.0
12563,-6660464044775135773,12,2,,68919.0
12564,-6660321805661021679,12,17,,64270.0
12565,-6659994705754164415,12,1,,13682.0
12566,-6659994705754164415,297,7,,13682.0
12567,-6659735071801595569,12,1,,20868.0
12568,-6659720894376637620,12,7,45290.0,
12569,-6659720894376637620,407,2,45290.0,
12570,-6659662732428520121,12,1,44181.0,
12571,-6659259338566357093,12,5,28806.0,
12572,-6658737594983752762,12,4,,15827.0
12573,-6658737594983752762,400,22,,15827.0
12574,-6658532394996737536,12,7,,69717.0
12575,-6658489970629060650,101,19,,100748.0
12576,-6658428088792965276,421,14,,103303.0
12577,-6657004882643657986,12,1,,41654.0
12578,-6657004882643657986,219,224,,41654.0
12579,-6656281670730721964,12,33,,109547.0
12580,-6656281670730721964,405,432,,109547.0
12581,-6655714883643784529,12,2,,94444.0
12582,-6655702098810257653,402,2,65930.0,
12583,-6655260671732859851,12,15,62603.0,
12584,-6655260671732859851,351,3,62603.0,
12585,-6655106760945061212,12,25,57060.0,
12586,-6654929429625966842,12,4,,71870.0
12587,-6654883792624367519,12,2,67756.0,
12588,-6654883792624367519,583,38,67756.0,
12589,-6654673665275268477,399,573,2613.0,
12590,-6653910625880822673,12,5,,37654.0
12591,-6653570776404767418,12,1,38918.0,
12592,-6653502146624155716,12,34,,33220.0
12593,-6653424040851622457,12,5,29703.0,
12594,-6653424040851622457,257,8,29703.0,
12595,-6653424040851622457,475,12,29703.0,
12596,-6653269582354328101,12,51,38205.0,
12597,-6653269582354328101,257,10,38205.0,
12598,-6653269582354328101,353,5,38205.0,
12599,-6653060142853290690,12,21,,89835.0
12600,-6653060142853290690,177,16,,89835.0
12601,-6653009723615361774,12,18,,10713.0
12602,-6653009723615361774,265,20,,10713.0
12603,-6652888723891629250,12,1,,10746.0
12604,-6652263279169694605,12,17,16824.0,
12605,-6652194946563010638,12,14,,8053.0
12606,-6652166380080150133,12,3,,5620.0
12607,-6652140857336427673,12,8,336.0,
12608,-6651752100764399125,12,1,,70970.0
12609,-6650940120028147661,12,12,67148.0,
12610,-6650940120028147661,376,4,67148.0,
12611,-6650913610609024930,12,4,,61325.0
12612,-6650913610609024930,80,3,,61325.0
12613,-6650709897471241431,80,5,70441.0,
12614,-6650465919519553598,257,1,,44605.0
12615,-6650465919519553598,404,492,,44605.0
12616,-6649872805095769356,12,16,48713.0,
12617,-6649288001814005579,12,80,48245.0,
12618,-6649117536152472293,12,4,56134.0,
12619,-6648651266770219984,504,3,,42243.0
12620,-6647979764330356687,12,21,66440.0,
12621,-6647979764330356687,129,37,66440.0,
12622,-6647979764330356687,155,21,66440.0,
12623,-6647619431042647063,12,2,48977.0,
12624,-6647619431042647063,250,9,48977.0,
12625,-6647491159031363514,12,23,,55543.0
12626,-6647341738898767222,15,2,12682.0,
12627,-6647341738898767222,379,178,12682.0,
12628,-6647341738898767222,405,152,12682.0,
12629,-6647308666341314081,12,42,,63184.0
12630,-6646714389875092210,12,7,,35447.0
12631,-6646714389875092210,80,23,,35447.0
12632,-6646714389875092210,101,35,,35447.0
12633,-6646449960763767493,12,2,,93399.0
12634,-6646354766211346547,12,16,,106127.0
12635,-6645951685195299471,12,3,,38565.0
12636,-6645884583770510181,12,43,,20670.0
12637,-6645102928281977183,12,1,,
12638,-6644969441382168116,426,15,,69613.0
12639,-6644828530060861691,129,17,,14733.0
12640,-6644828530060861691,154,1,,14733.0
12641,-6644302122254898526,12,3,,4411.0
12642,-6644166189510117151,12,6,,45985.0
12643,-6643991465200031967,12,54,1093.0,
12644,-6643925567035819378,58,3,62970.0,
12645,-6643925567035819378,74,2,62970.0,
12646,-6643925567035819378,76,15,62970.0,
12647,-6643923082752146635,12,2,,1316.0
12648,-6643923082752146635,267,31,,1316.0
12649,-6643819524928067923,12,10,,71418.0
12650,-6643791389610908680,12,21,,75995.0
12651,-6643698842626907056,12,2,39051.0,
12652,-6643545969712029849,273,12,,81479.0
12653,-6643545969712029849,274,3,,81479.0
12654,-6643545969712029849,297,186,,81479.0
12655,-6643545969712029849,298,12,,81479.0
12656,-6643545969712029849,378,3,,81479.0
12657,-6643545969712029849,402,6,,81479.0
12658,-6643545969712029849,403,1,,81479.0
12659,-6643545969712029849,405,22,,81479.0
12660,-6643303295713929772,12,7,,
12661,-6643303295713929772,346,73,,
12662,-6643066431932971275,12,33,,15727.0
12663,-6643066431932971275,377,2,,15727.0
12664,-6643044756765100994,351,2,71648.0,
12665,-6642560763136803410,12,7,,64606.0
12666,-6642560763136803410,208,167,,64606.0
12667,-6642560763136803410,257,1,,64606.0
12668,-6642466047328445020,12,69,12677.0,
12669,-6642466047328445020,402,87,12677.0,
12670,-6642378411119032248,12,7,,70063.0
12671,-6642378411119032248,257,8,,70063.0
12672,-6641299307830013333,12,2,,54800.0
12673,-6641299307830013333,424,18,,54800.0
12674,-6641299307830013333,478,28,,54800.0
12675,-6641090865050380904,12,1,,74189.0
12676,-6640732101093800368,12,10,,
12677,-6639999903584859141,12,45,,35010.0
12678,-6639927958162546703,12,8,42816.0,
12679,-6639847214846621368,12,9,17191.0,
12680,-6639847214846621368,504,2,17191.0,
12681,-6639771669447001166,12,4,,63107.0
12682,-6639771669447001166,504,7,,63107.0
12683,-6638995786062206334,12,5,,90064.0
12684,-6637951081424750660,12,1,,111190.0
12685,-6637129786124410927,12,52,,71278.0
12686,-6637129786124410927,298,50,,71278.0
12687,-6636635849036130074,12,87,,37779.0
12688,-6635642474623640981,12,2,,
12689,-6635120255652155889,12,10,,75557.0
12690,-6635120255652155889,375,2,,75557.0
12691,-6635120255652155889,504,45,,75557.0
12692,-6635052166629074923,12,1,24465.0,
12693,-6635052166629074923,316,72,24465.0,
12694,-6634875904658832684,12,17,25164.0,
12695,-6634875904658832684,377,129,25164.0,
12696,-6634853715868067324,12,2,13404.0,
12697,-6634803778867175671,12,2,,47063.0
12698,-6634191760746152374,12,70,,95849.0
12699,-6634191760746152374,476,60,,95849.0
12700,-6633935152258792240,12,215,,56448.0
12701,-6633252998374992796,12,4,28375.0,
12702,-6633252998374992796,80,57,28375.0,
12703,-6633252998374992796,81,1217,28375.0,
12704,-6633196807863010426,184,40,,102925.0
12705,-6632498835042241683,12,36,20956.0,
12706,-6632188623406836283,12,2,,84046.0
12707,-6632188623406836283,81,7,,84046.0
12708,-6632188623406836283,102,5,,84046.0
12709,-6632023355219065757,12,4,,95978.0
12710,-6632023355219065757,146,23,,95978.0
12711,-6631961496865667924,12,80,,87522.0
12712,-6631961496865667924,330,73,,87522.0
12713,-6631796732217175378,424,2,,63464.0
12714,-6631789103943294308,12,19,,1185.0
12715,-6631789103943294308,403,2,,1185.0
12716,-6631333230171719586,12,11,,13753.0
12717,-6631323945701001580,12,53,48185.0,
12718,-6631319008001551597,298,3,,93504.0
12719,-6630766924392774225,12,3,,14614.0
12720,-6630766924392774225,583,3,,14614.0
12721,-6630625407202341551,12,1,,46948.0
12722,-6630625407202341551,81,28,,46948.0
12723,-6630220935006338162,12,2,,58192.0
12724,-6629634011178327462,12,13,64548.0,
12725,-6629571393618595649,12,1,,
12726,-6629513631254749575,12,1,16212.0,
12727,-6628870484269360259,12,4,,85288.0
12728,-6628870484269360259,80,33,,85288.0
12729,-6628870484269360259,101,336,,85288.0
12730,-6628607364097340494,12,9,,32454.0
12731,-6628607364097340494,354,14,,32454.0
12732,-6628244015186053506,80,17,,13396.0
12733,-6628087169634870397,12,1,,66905.0
12734,-6628087169634870397,257,30,,66905.0
12735,-6627987032158448421,12,35,,68364.0
12736,-6627501375370019637,12,91,57015.0,
12737,-6627501375370019637,251,5,57015.0,
12738,-6627001522148565332,547,7,50904.0,
12739,-6626442067835376908,12,11,,107017.0
12740,-6626442067835376908,96,14,,107017.0
12741,-6625903179379145230,12,3,,96979.0
12742,-6625855039167583502,12,4,,
12743,-6625855039167583502,129,461,,
12744,-6625571345646682516,12,46,,106860.0
12745,-6625504581719182762,12,2,60735.0,
12746,-6625350759937549761,12,9,34670.0,
12747,-6625251273346805250,12,3,51297.0,
12748,-6624956423154268351,12,3,,2786.0
12749,-6624531104974513583,12,7,54784.0,
12750,-6624531104974513583,188,8,54784.0,
12751,-6623445100524603346,12,1,7567.0,
12752,-6623089122603927275,12,12,,
12753,-6622780581551556743,102,4,43006.0,
12754,-6622744775810771995,12,10,7179.0,
12755,-6622719504056336395,12,2,,8504.0
12756,-6622690355833400398,12,5,24094.0,
12757,-6622652046645540494,12,18,,43824.0
12758,-6622652046645540494,317,4,,43824.0
12759,-6622298009072545408,12,3,,20988.0
12760,-6622125173426332608,12,2,,87734.0
12761,-6621859569194280748,12,1,,90497.0
12762,-6621859569194280748,273,77,,90497.0
12763,-6621681259144783104,324,70,,47356.0
12764,-6621588017146862460,12,9,,71613.0
12765,-6621177237788670602,12,9,,46785.0
12766,-6621121443904916181,12,6,,106192.0
12767,-6621121443904916181,104,51,,106192.0
12768,-6621037777093697895,12,56,10826.0,
12769,-6620874916025104053,12,1,50706.0,
12770,-6620874633044546579,12,1,17545.0,
12771,-6620861414068576757,12,21,,63011.0
12772,-6620698689741387737,12,7,,94950.0
12773,-6620630193452112483,12,14,,92830.0
12774,-6620596640140474216,104,12,59354.0,
12775,-6620346746951711118,12,4,,66938.0
12776,-6620346746951711118,369,154,,66938.0
12777,-6620133611879613705,12,3,,72235.0
12778,-6620133611879613705,101,138,,72235.0
12779,-6620133611879613705,257,21,,72235.0
12780,-6619271802443323219,12,6,,70365.0
12781,-6619010134774178615,12,66,,61665.0
12782,-6618858444542300276,12,13,,8867.0
12783,-6618858444542300276,129,8,,8867.0
12784,-6618858444542300276,476,14,,8867.0
12785,-6618858444542300276,504,8,,8867.0
12786,-6618402353956025144,12,4,,45522.0
12787,-6618193109807393317,80,5,,37420.0
12788,-6617414447109943629,12,290,,100976.0
12789,-6617283099876920175,12,99,58294.0,
12790,-6617283099876920175,330,33,58294.0,
12791,-6616654773798647423,12,8,,3380.0
12792,-6616177507692522296,267,50,74032.0,
12793,-6615163767851864389,12,8,,67574.0
12794,-6615163767851864389,200,15,,67574.0
12795,-6615148016644349522,12,22,,62759.0
12796,-6615032828577640034,12,49,,14980.0
12797,-6615014894339591684,219,13,57921.0,
12798,-6614345994846513181,12,1,,61378.0
12799,-6614039245200418472,12,93,31690.0,
12800,-6614039245200418472,296,94,31690.0,
12801,-6613931277693243579,12,2,,31801.0
12802,-6613644932098783548,12,19,,74397.0
12803,-6613602650683787960,316,5,47952.0,
12804,-6613427702755756621,12,1,,30465.0
12805,-6613393426458859118,12,27,,44742.0
12806,-6613167636719205983,315,60,,83669.0
12807,-6613049766970213266,12,1,,88624.0
12808,-6612780627767383834,12,1,,86892.0
12809,-6612150084716702941,12,5,72201.0,
12810,-6611687558276975102,12,2,,72217.0
12811,-6611687558276975102,267,43,,72217.0
12812,-6610684040450803414,12,20,15605.0,
12813,-6610684040450803414,113,33,15605.0,
12814,-6610362233692752754,12,29,,38007.0
12815,-6609763045268247967,12,1,,71987.0
12816,-6609763045268247967,441,14,,71987.0
12817,-6609733909736964740,12,1,54041.0,
12818,-6609703312688764246,12,1,14499.0,
12819,-6609703312688764246,236,30,14499.0,
12820,-6609488102841043593,12,7,,33740.0
12821,-6609488102841043593,236,314,,33740.0
12822,-6609181659222405866,12,2,,84571.0
12823,-6609045639747725786,80,2,,77138.0
12824,-6609045639747725786,81,23,,77138.0
12825,-6609045639747725786,100,1,,77138.0
12826,-6609045639747725786,101,4,,77138.0
12827,-6609045639747725786,122,1,,77138.0
12828,-6609045639747725786,165,1,,77138.0
12829,-6608552068554278461,12,4,,100834.0
12830,-6607867817754714791,12,9,,70808.0
12831,-6607867817754714791,625,3,,70808.0
12832,-6607138302968698401,12,2,43899.0,
12833,-6606474521280388230,12,3,,78772.0
12834,-6606474521280388230,298,600,,78772.0
12835,-6606040559728104501,15,54,42542.0,
12836,-6605930182946445745,12,11,22780.0,
12837,-6605793912120978435,101,19,61312.0,
12838,-6605789679861794204,12,1,,49309.0
12839,-6605733515384140869,12,1,53995.0,
12840,-6605733515384140869,476,154,53995.0,
12841,-6605630857714332914,12,2,,66303.0
12842,-6605630857714332914,403,4,,66303.0
12843,-6605114270850692134,12,2,48129.0,
12844,-6604602592506186509,12,40,,105064.0
12845,-6604602592506186509,75,21,,105064.0
12846,-6604602592506186509,76,22,,105064.0
12847,-6604513838030670099,12,5,16643.0,
12848,-6604346292323138719,12,2,41385.0,
12849,-6604346292323138719,199,17,41385.0,
12850,-6603782949459022781,12,5,31044.0,
12851,-6603782949459022781,257,2,31044.0,
12852,-6603782949459022781,528,11,31044.0,
12853,-6602328279971321076,12,1,33629.0,
12854,-6602248134419606075,12,1,,53462.0
12855,-6602089049170419518,12,30,,99415.0
12856,-6602089049170419518,294,15,,99415.0
12857,-6601962188528353005,12,41,5865.0,
12858,-6601962188528353005,315,5,5865.0,
12859,-6601929409030826599,12,6,,73009.0
12860,-6601929409030826599,80,37,,73009.0
12861,-6601873034696150839,12,3,,81609.0
12862,-6601700199656810333,12,2,9634.0,
12863,-6601700199656810333,170,9,9634.0,
12864,-6601700199656810333,193,2,9634.0,
12865,-6601556723497939010,12,1,,71667.0
12866,-6601250143902173268,12,2,55120.0,
12867,-6601250143902173268,424,55,55120.0,
12868,-6601250143902173268,425,13,55120.0,
12869,-6601094668057767762,80,60,,39252.0
12870,-6601094668057767762,81,2,,39252.0
12871,-6600097238340498844,12,1,41931.0,
12872,-6599877671210906424,525,21,,46391.0
12873,-6598964965799601273,12,4,,84681.0
12874,-6598854004527909499,12,26,,42043.0
12875,-6597871397795550552,12,13,,52523.0
12876,-6597740257859810680,501,73,,72009.0
12877,-6597374308305279206,104,182,,66652.0
12878,-6597253747616490125,12,15,14679.0,
12879,-6596836633286287891,12,6,,35227.0
12880,-6596836633286287891,375,15,,35227.0
12881,-6595834495854453123,190,5,,39238.0
12882,-6595808372875110654,12,6,,104961.0
12883,-6595808372875110654,296,10,,104961.0
12884,-6595390271726811690,12,18,,101736.0
12885,-6595390271726811690,584,11,,101736.0
12886,-6595066565312643325,12,1,56879.0,
12887,-6595066565312643325,79,7,56879.0,
12888,-6595066565312643325,101,2,56879.0,
12889,-6595011746080801576,12,5,,39464.0
12890,-6595011746080801576,351,1,,39464.0
12891,-6595011746080801576,523,2,,39464.0
12892,-6594963901994101245,12,3,,53069.0
12893,-6594764405323706186,12,4,40670.0,
12894,-6594764405323706186,487,1,40670.0,
12895,-6593693537292436588,12,5,,54824.0
12896,-6592357632737396625,12,3,,110949.0
12897,-6592311018607042297,12,1,3950.0,
12898,-6591137225389728222,427,4,13037.0,
12899,-6590576252238232543,12,9,,77809.0
12900,-6590576252238232543,281,9,,77809.0
12901,-6590457258404282838,12,1,,102201.0
12902,-6590457258404282838,219,7,,102201.0
12903,-6589570221722725738,12,21,57365.0,
12904,-6589570221722725738,245,13,57365.0,
12905,-6588499594322382181,12,8,,7379.0
12906,-6588481833838591172,12,4,,35220.0
12907,-6588342780465235895,12,2,18636.0,
12908,-6588236310351819792,12,86,,64638.0
12909,-6588236310351819792,198,3,,64638.0
12910,-6587490462471619758,12,5,,38902.0
12911,-6587456424921553325,12,1,38162.0,
12912,-6587456424921553325,298,34,38162.0,
12913,-6586882069717729226,12,137,,1543.0
12914,-6586793438164761896,12,1,,3071.0
12915,-6586633105193791276,12,12,,91011.0
12916,-6585506718148516692,12,1,,
12917,-6585506718148516692,259,167,,
12918,-6585317788369689345,12,1,,44894.0
12919,-6584622291562322104,476,1,,110652.0
12920,-6584622291562322104,504,4,,110652.0
12921,-6584173318340648228,12,5,65770.0,
12922,-6584173318340648228,62,55,65770.0,
12923,-6583083285153809727,120,16,,102433.0
12924,-6582750431693809572,12,3,61584.0,
12925,-6582310692730622617,12,16,70496.0,
12926,-6582310692730622617,248,31,70496.0,
12927,-6582310692730622617,271,1,70496.0,
12928,-6582310692730622617,272,2,70496.0,
12929,-6582310692730622617,273,17,70496.0,
12930,-6582291870839522614,12,14,,73809.0
12931,-6582200271230504638,12,1,,102533.0
12932,-6582200271230504638,309,4,,102533.0
12933,-6581776687283811508,12,1,24124.0,
12934,-6581545845456202914,12,7,27117.0,
12935,-6580990884053387838,12,12,41994.0,
12936,-6580990884053387838,476,29,41994.0,
12937,-6580707783426105892,12,2,,79534.0
12938,-6580506199648953723,12,17,,18692.0
12939,-6580506199648953723,336,1,,18692.0
12940,-6580499825426121759,12,3,47693.0,
12941,-6580354851098433600,12,6,,78584.0
12942,-6580354851098433600,80,11,,78584.0
12943,-6579937176388854553,12,6,,72797.0
12944,-6579937176388854553,306,5,,72797.0
12945,-6579856841693227148,12,4,11024.0,
12946,-6579749267542645285,12,3,50075.0,
12947,-6579508781245299017,12,1,,98103.0
12948,-6579508781245299017,510,53,,98103.0
12949,-6579506649798610755,12,12,,
12950,-6579352815235855787,12,9,,102469.0
12951,-6579352815235855787,236,3,,102469.0
12952,-6579156384982115252,294,11,7775.0,
12953,-6578868840322936761,12,2,53403.0,
12954,-6578868840322936761,317,1,53403.0,
12955,-6578491514920162262,12,1,,10001.0
12956,-6578491514920162262,123,245,,10001.0
12957,-6578440599715561795,12,134,,13278.0
12958,-6578130173006168498,12,75,50973.0,
12959,-6578130173006168498,298,189,50973.0,
12960,-6578049513760696133,12,14,,34997.0
12961,-6578049513760696133,113,3,,34997.0
12962,-6578049513760696133,138,4,,34997.0
12963,-6578045655969538399,297,6,25739.0,
12964,-6577938573175104884,12,3,,106728.0
12965,-6577938573175104884,257,41,,106728.0
12966,-6577458041624345636,12,16,,79496.0
12967,-6577458041624345636,351,31,,79496.0
12968,-6576999102245869043,12,66,,4009.0
12969,-6576999102245869043,141,3,,4009.0
12970,-6576999102245869043,142,10,,4009.0
12971,-6576673631593416418,12,13,36257.0,
12972,-6576481655335529032,12,9,18705.0,
12973,-6576033410337239732,12,2,,69541.0
12974,-6576033410337239732,466,37,,69541.0
12975,-6575902571596277385,12,57,,52379.0
12976,-6575902571596277385,357,29,,52379.0
12977,-6575820503826770410,12,1,39977.0,
12978,-6575820503826770410,79,25,39977.0,
12979,-6575795108741287149,12,2,,76421.0
12980,-6575795108741287149,250,960,,76421.0
12981,-6575679788532858282,12,32,589.0,
12982,-6575218122759112146,294,34,61563.0,
12983,-6575037901455341948,12,2,6156.0,
12984,-6575037901455341948,584,53,6156.0,
12985,-6574528480781105679,12,7,35166.0,
12986,-6574487202929033602,12,8,38620.0,
12987,-6574049863751703463,12,11,,50983.0
12988,-6573803210019281316,12,24,,100390.0
12989,-6573776541139656849,12,9,11265.0,
12990,-6573776541139656849,346,7,11265.0,
12991,-6573637876932870090,12,11,73682.0,
12992,-6573622701144796200,12,5,22562.0,
12993,-6573120415624238967,12,10,,107794.0
12994,-6573120415624238967,251,11,,107794.0
12995,-6573030816847066789,12,12,,26147.0
12996,-6572630351541279674,12,40,,10114.0
12997,-6572630351541279674,236,57,,10114.0
12998,-6572583070736798071,12,8,44086.0,
12999,-6572450866897285634,12,3,12761.0,
13000,-6572450866897285634,256,16,12761.0,
13001,-6572450866897285634,257,7,12761.0,
13002,-6571167539610204309,12,53,,33599.0
13003,-6571167539610204309,405,281,,33599.0
13004,-6571044037731322047,12,113,,72634.0
13005,-6570675584333015635,12,45,,101815.0
13006,-6569965154288568578,12,55,63260.0,
13007,-6569789997239703550,12,6,53517.0,
13008,-6569789997239703550,281,3,53517.0,
13009,-6569725714215091054,12,24,,96715.0
13010,-6569725714215091054,298,4,,96715.0
13011,-6569661660295437623,12,26,,92967.0
13012,-6569491567570675569,12,68,46588.0,
13013,-6569027790883571457,225,47,,85185.0
13014,-6568552948534310174,12,1,38364.0,
13015,-6568369461676434118,12,3,,93218.0
13016,-6568369461676434118,274,4,,93218.0
13017,-6568245641762962588,12,4,73652.0,
13018,-6568245641762962588,316,1,73652.0,
13019,-6568082775901291284,12,12,,67796.0
13020,-6567541800004615350,12,11,22168.0,
13021,-6567328860568168058,297,5,,20065.0
13022,-6567180657318173749,12,6,,
13023,-6566911281770643281,451,5,46531.0,
13024,-6566466228502340821,12,33,36842.0,
13025,-6566016251452818602,476,6,,247.0
13026,-6565384662684508873,12,12,,99017.0
13027,-6565336637533738098,12,28,,100594.0
13028,-6565232310816371219,12,16,,82383.0
13029,-6565136880684050353,12,1,,23794.0
13030,-6565136880684050353,267,2,,23794.0
13031,-6564718734182942722,12,2,,84847.0
13032,-6564718734182942722,298,27,,84847.0
13033,-6564417167553926543,101,344,,67031.0
13034,-6564340457392363163,12,13,63471.0,
13035,-6564340457392363163,257,4,63471.0,
13036,-6564340457392363163,377,2,63471.0,
13037,-6564340457392363163,401,8,63471.0,
13038,-6564340457392363163,402,161,63471.0,
13039,-6564307798349654262,12,15,61681.0,
13040,-6564115631890919343,12,2,69108.0,
13041,-6564115631890919343,447,3,69108.0,
13042,-6564092806597170942,12,5,,46371.0
13043,-6564092806597170942,74,22,,46371.0
13044,-6563968582368132659,12,11,28849.0,
13045,-6563927821739874072,12,2,45866.0,
13046,-6563927821739874072,257,1,45866.0,
13047,-6563927821739874072,424,51,45866.0,
13048,-6563894694176126198,12,10,,81746.0
13049,-6563868879345982426,12,1,72254.0,
13050,-6563340559962407927,12,14,,93861.0
13051,-6562496994900103559,12,5,,52635.0
13052,-6562231295428420020,12,3,57989.0,
13053,-6562231295428420020,450,126,57989.0,
13054,-6561840762082893280,12,1,,100882.0
13055,-6561840762082893280,219,33,,100882.0
13056,-6561708799639923378,256,5,,74041.0
13057,-6561648369569490008,12,32,29172.0,
13058,-6561648369569490008,15,67,29172.0,
13059,-6561646338168083999,297,3,,96152.0
13060,-6561505758869677664,12,1,60135.0,
13061,-6561179179976704615,12,2,,82716.0
13062,-6560882211159938941,12,4,,91722.0
13063,-6560475145016336209,12,2,7739.0,
13064,-6560174866421599631,12,1,,72626.0
13065,-6560174866421599631,15,20,,72626.0
13066,-6560070946687413349,12,8,,48865.0
13067,-6560031414228912674,12,6,63979.0,
13068,-6560031414228912674,15,7,63979.0,
13069,-6559645933267137327,12,6,,71565.0
13070,-6559547340442184418,637,145,59054.0,
13071,-6558919431033577033,12,23,,97339.0
13072,-6558732170107861402,12,11,30958.0,
13073,-6558732170107861402,15,29,30958.0,
13074,-6558590060670350217,12,1,,111674.0
13075,-6558477668767852202,12,49,,23601.0
13076,-6558477668767852202,257,3,,23601.0
13077,-6558267610568172304,12,61,,
13078,-6558171436369700138,12,5,71507.0,
13079,-6558171436369700138,463,30,71507.0,
13080,-6557453193538077885,12,13,,100913.0
13081,-6557453193538077885,79,233,,100913.0
13082,-6557029929260123245,12,1,43891.0,
13083,-6556949685202789217,12,2,,38192.0
13084,-6556949685202789217,129,23,,38192.0
13085,-6556949685202789217,154,4,,38192.0
13086,-6556047377149435091,202,127,,68641.0
13087,-6555746673674974818,154,37,,
13088,-6554822018484171284,12,91,,84533.0
13089,-6554822018484171284,257,10,,84533.0
13090,-6554791902087127707,12,8,,48596.0
13091,-6554791902087127707,266,27,,48596.0
13092,-6554174021283705504,12,122,,101675.0
13093,-6554174021283705504,281,6,,101675.0
13094,-6553813382649352858,12,12,12390.0,
13095,-6552750248895388383,12,1,42815.0,
13096,-6552490836528992123,12,1,,5634.0
13097,-6552459584417794203,12,8,,
13098,-6552399536057567626,12,6,,82548.0
13099,-6552399536057567626,77,50,,82548.0
13100,-6552359867580708786,12,2,42503.0,
13101,-6552359867580708786,294,99,42503.0,
13102,-6551805624376870903,12,2,40825.0,
13103,-6551740921232576025,12,4,,54500.0
13104,-6551740921232576025,155,2,,54500.0
13105,-6551740921232576025,177,17,,54500.0
13106,-6551740921232576025,178,475,,54500.0
13107,-6551740921232576025,199,83,,54500.0
13108,-6551740921232576025,200,17,,54500.0
13109,-6551657581683022577,12,2,,96749.0
13110,-6551657581683022577,312,14,,96749.0
13111,-6551640738980566122,12,17,,48684.0
13112,-6551640738980566122,15,33,,48684.0
13113,-6551348125190078235,12,8,,12733.0
13114,-6551220950377177946,12,3,67187.0,
13115,-6551220950377177946,101,52,67187.0,
13116,-6551081229310440822,401,4,,28790.0
13117,-6550681949898193093,12,5,19286.0,
13118,-6550628844621141307,12,11,59452.0,
13119,-6550460939826922823,12,11,,18023.0
13120,-6550407146678394212,12,54,26079.0,
13121,-6550186281436083425,12,1,,776.0
13122,-6549958767408807184,178,12,60970.0,
13123,-6549423013590328157,12,4,48895.0,
13124,-6549075799461411004,12,25,29497.0,
13125,-6549075799461411004,297,8,29497.0,
13126,-6548691963911840066,12,17,50033.0,
13127,-6548691963911840066,80,102,50033.0,
13128,-6548467014529330852,307,1166,,89772.0
13129,-6548320744704181942,12,4,41068.0,
13130,-6548320744704181942,257,35,41068.0,
13131,-6547982581319830820,12,1,8276.0,
13132,-6547650164659554390,129,4,,86336.0
13133,-6547612336792491591,12,3,,37931.0
13134,-6547612336792491591,273,21,,37931.0
13135,-6547413995873271775,78,43,,100105.0
13136,-6547115726871016350,12,3,4181.0,
13137,-6547115726871016350,298,52,4181.0,
